PassengerId,Pclass,Age,Fare,FamilySize,IsAlone,Age*Class,FarePerPerson,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,FareBin_Low,FareBin_High,FareBin_Very_High,AgeBin_Teenager,AgeBin_Adult,AgeBin_Middle_Age,AgeBin_Senior,Survived
362,2,29.0,27.7208,2,0,58.0,13.860393069803465,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
363,3,45.0,14.4542,2,0,135.0,7.227096386451806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
364,3,35.0,7.05,1,1,105.0,7.04999295000705,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
365,3,32.116593253968254,15.5,2,0,96.34977976190476,7.749996125001937,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
366,3,30.0,7.25,1,1,90.0,7.249992750007251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
367,1,60.0,75.25,2,0,60.0,37.624981187509405,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
368,3,28.82,7.2292,1,1,86.46000000000001,7.229192770807229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
369,3,26.363908542846033,7.75,1,1,79.0917256285381,7.74999225000775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
370,1,24.0,69.3,1,1,24.0,69.2999307000693,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
371,1,25.0,55.4417,2,0,25.0,27.720836139581927,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
372,3,18.0,6.4958,2,0,54.0,3.2478983760508116,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
373,3,19.0,8.05,1,1,57.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
374,1,22.0,135.6333,1,1,22.0,135.63316436683564,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
375,3,3.0,21.075,5,0,9.0,4.214999157000168,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
376,1,34.941785714285714,82.1708,2,0,34.941785714285714,41.08537945731027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
377,3,22.0,7.25,1,1,66.0,7.249992750007251,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
378,1,27.0,211.5,3,0,27.0,70.49997650000783,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
379,3,20.0,4.0125,1,1,60.0,4.012495987504013,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
380,3,19.0,7.775,1,1,57.0,7.774992225007776,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
381,1,42.0,227.525,1,1,42.0,227.52477247522754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
382,3,1.0,15.7417,3,0,3.0,5.247231584256138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
383,3,32.0,7.925,1,1,96.0,7.924992075007926,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
384,1,35.0,52.0,2,0,35.0,25.9999870000065,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
385,3,27.543020563624466,7.8958,1,1,82.6290616908734,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
386,2,18.0,73.5,1,1,36.0,73.4999265000735,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
387,3,1.0,46.9,8,0,3.0,5.862499267187592,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
388,2,36.0,13.0,1,1,72.0,12.999987000013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
389,3,26.24761805555556,7.7292,1,1,78.74285416666667,7.729192270807729,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
390,2,17.0,12.0,1,1,34.0,11.999988000012001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
391,1,36.0,120.0,4,0,36.0,29.999992500001873,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
392,3,21.0,7.7958,1,1,63.0,7.795792204207796,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
393,3,28.0,7.925,3,0,84.0,2.6416657861114046,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
394,1,23.0,113.275,2,0,23.0,56.63747168126416,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
395,3,24.0,16.7,3,0,72.0,5.566664811111729,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
396,3,22.0,7.7958,1,1,66.0,7.795792204207796,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
397,3,31.0,7.8542,1,1,93.0,7.854192145807854,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
398,2,46.0,26.0,1,1,92.0,25.999974000026,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
399,2,23.0,10.5,1,1,46.0,10.499989500010502,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
400,2,28.0,12.65,1,1,56.0,12.649987350012651,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
401,3,39.0,7.925,1,1,117.0,7.924992075007926,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
402,3,26.0,8.05,1,1,78.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
403,3,21.0,9.825,2,0,63.0,4.912497543751227,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
404,3,28.0,15.85,2,0,84.0,7.92499603750198,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
405,3,20.0,8.6625,1,1,60.0,8.662491337508662,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
406,2,34.0,21.0,2,0,68.0,10.499994750002624,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
407,3,51.0,7.75,1,1,153.0,7.74999225000775,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
408,2,3.0,18.75,3,0,6.0,6.249997916667361,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
409,3,21.0,7.775,1,1,63.0,7.774992225007776,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
410,3,6.715547619047616,25.4667,5,0,20.146642857142847,5.093338981332203,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
411,3,27.543020563624466,7.8958,1,1,82.6290616908734,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
412,3,22.41790180652681,6.8583,1,1,67.25370541958043,6.858293141706858,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
413,1,33.0,90.0,2,0,33.0,44.99997750001125,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
414,2,36.327481615641574,0.0,1,1,72.65496323128315,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
415,3,44.0,7.925,1,1,132.0,7.924992075007926,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
416,3,33.57400729646698,8.05,1,1,100.72202188940093,8.049991950008051,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
417,2,34.0,32.5,3,0,68.0,10.833329722223425,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
418,2,18.0,13.0,3,0,36.0,4.33333188888937,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
419,2,30.0,13.0,1,1,60.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
420,3,10.0,24.15,3,0,30.0,8.049997316667561,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
421,3,32.18411624649859,7.8958,1,1,96.55234873949577,7.895792104207897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
422,3,21.0,7.7333,1,1,63.0,7.733292266707734,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
423,3,29.0,7.875,1,1,87.0,7.874992125007876,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
424,3,28.0,14.4,3,0,84.0,4.799998400000534,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
425,3,18.0,20.2125,3,0,54.0,6.737497754167414,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
426,3,31.842968437414847,7.25,1,1,95.52890531224455,7.249992750007251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
427,2,28.0,26.0,2,0,56.0,12.99999350000325,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
428,2,19.0,26.0,1,1,38.0,25.999974000026,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
429,3,40.62484406565656,7.75,1,1,121.87453219696968,7.74999225000775,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
430,3,32.0,8.05,1,1,96.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
431,1,28.0,26.55,1,1,28.0,26.549973450026553,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
432,3,23.887416666666663,16.1,2,0,71.66224999999999,8.049995975002012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
433,2,42.0,26.0,2,0,84.0,12.99999350000325,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
434,3,17.0,7.125,1,1,51.0,7.124992875007125,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
435,1,50.0,55.9,2,0,50.0,27.949986025006986,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
436,1,14.0,120.0,4,0,14.0,29.999992500001873,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
437,3,21.0,34.375,5,0,63.0,6.874998625000274,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
438,2,24.0,18.75,6,0,48.0,3.1249994791667532,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
439,1,64.0,263.0,6,0,64.0,43.833326027778995,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
440,2,31.0,10.5,1,1,62.0,10.499989500010502,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
441,2,45.0,26.25,3,0,90.0,8.749997083334305,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
442,3,20.0,9.5,1,1,60.0,9.4999905000095,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
443,3,25.0,7.775,2,0,75.0,3.887498056250972,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
444,2,28.0,13.0,1,1,56.0,12.999987000013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
445,3,23.358686347042003,8.1125,1,1,70.076059041126,8.112491887508114,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
446,1,4.0,81.8583,3,0,4.0,27.286090904636364,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
447,2,13.0,19.5,2,0,26.0,9.749995125002437,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
448,1,34.0,26.55,1,1,34.0,26.549973450026553,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
449,3,5.0,19.2583,4,0,15.0,4.814573796356551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
450,1,52.0,30.5,1,1,52.0,30.499969500030502,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
451,2,36.0,27.75,4,0,72.0,6.937498265625433,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
452,3,24.846595238095237,19.9667,2,0,74.53978571428571,9.983345008327495,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
453,1,30.0,27.75,1,1,30.0,27.749972250027753,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
454,1,49.0,89.1042,2,0,49.0,44.55207772396114,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
455,3,29.77810885753248,8.05,1,1,89.33432657259743,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
456,3,29.0,7.8958,1,1,87.0,7.895792104207897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
457,1,65.0,26.55,1,1,65.0,26.549973450026553,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
458,1,41.592333333333336,51.8625,2,0,41.592333333333336,25.93123703438148,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
459,2,50.0,10.5,1,1,100.0,10.499989500010502,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
460,3,40.62484406565656,7.75,1,1,121.87453219696968,7.74999225000775,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
461,1,48.0,26.55,1,1,48.0,26.549973450026553,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
462,3,34.0,8.05,1,1,102.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
463,1,47.0,38.5,1,1,47.0,38.4999615000385,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
464,2,48.0,13.0,1,1,96.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
465,3,29.77810885753248,8.05,1,1,89.33432657259743,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
466,3,38.0,7.05,1,1,114.0,7.04999295000705,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
467,2,36.327481615641574,0.0,1,1,72.65496323128315,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
468,1,56.0,26.55,1,1,56.0,26.549973450026553,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
469,3,26.24761805555556,7.725,1,1,78.74285416666667,7.724992275007725,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
470,3,0.75,19.2583,4,0,2.25,4.814573796356551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
471,3,31.842968437414847,7.25,1,1,95.52890531224455,7.249992750007251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
472,3,38.0,8.6625,1,1,114.0,8.662491337508662,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
473,2,33.0,27.75,4,0,66.0,6.937498265625433,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
474,2,23.0,13.7917,1,1,46.0,13.791686208313793,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
475,3,22.0,9.8375,1,1,66.0,9.83749016250984,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
476,1,45.47269047619048,52.0,1,1,45.47269047619048,51.999948000052,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
477,2,34.0,21.0,2,0,68.0,10.499994750002624,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
478,3,29.0,7.0458,2,0,87.0,3.5228982385508805,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
479,3,22.0,7.5208,1,1,66.0,7.520792479207522,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
480,3,2.0,12.2875,2,0,6.0,6.143746928126535,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
481,3,9.0,46.9,8,0,27.0,5.862499267187592,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
482,2,36.327481615641574,0.0,1,1,72.65496323128315,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
483,3,50.0,8.05,1,1,150.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
484,3,63.0,9.5875,1,1,189.0,9.587490412509588,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
485,1,25.0,91.0792,2,0,25.0,45.53957723021138,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
486,3,6.715547619047616,25.4667,5,0,20.146642857142847,5.093338981332203,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
487,1,35.0,90.0,2,0,35.0,44.99997750001125,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
488,1,58.0,29.7,1,1,58.0,29.6999703000297,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
489,3,30.0,8.05,1,1,90.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
490,3,9.0,15.9,3,0,27.0,5.299998233333922,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
491,3,24.846595238095237,19.9667,2,0,74.53978571428571,9.983345008327495,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
492,3,21.0,7.25,1,1,63.0,7.249992750007251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
493,1,55.0,30.5,1,1,55.0,30.499969500030502,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
494,1,71.0,49.5042,1,1,71.0,49.50415049584951,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
495,3,21.0,8.05,1,1,63.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
496,3,28.695075396825402,14.4583,1,1,86.0852261904762,14.458285541714458,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
497,1,54.0,78.2667,2,0,54.0,39.133330433334784,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
498,3,37.391875,15.1,1,1,112.175625,15.099984900015102,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
499,1,25.0,151.55,4,0,25.0,37.88749052812737,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
500,3,24.0,7.7958,1,1,72.0,7.795792204207796,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
501,3,17.0,8.6625,1,1,51.0,8.662491337508662,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
502,3,21.0,7.75,1,1,63.0,7.74999225000775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
503,3,26.158541666666668,7.6292,1,1,78.47562500000001,7.62919237080763,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
504,3,37.0,9.5875,1,1,111.0,9.587490412509588,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
505,1,16.0,86.5,1,1,16.0,86.4999135000865,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
506,1,18.0,108.9,2,0,18.0,54.44997277501361,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
507,2,33.0,26.0,3,0,66.0,8.66666377777874,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
508,1,46.98519171095931,26.55,1,1,46.98519171095931,26.549973450026553,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
509,3,28.0,22.525,1,1,84.0,22.524977475022524,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
510,3,26.0,56.4958,1,1,78.0,56.4957435042565,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
511,3,29.0,7.75,1,1,87.0,7.74999225000775,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
512,3,29.77810885753248,8.05,1,1,89.33432657259743,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
513,1,36.0,26.2875,1,1,36.0,26.287473712526293,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
514,1,54.0,59.4,2,0,54.0,29.69998515000742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
515,3,24.0,7.4958,1,1,72.0,7.495792504207496,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
516,1,47.0,34.0208,1,1,47.0,34.02076597923403,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
517,2,34.0,10.5,1,1,68.0,10.499989500010502,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
518,3,30.494791666666657,24.15,1,1,91.48437499999997,24.149975850024152,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
519,2,36.0,26.0,2,0,72.0,12.99999350000325,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
520,3,32.0,7.8958,1,1,96.0,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
521,1,30.0,93.5,1,1,30.0,93.4999065000935,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
522,3,22.0,7.8958,1,1,66.0,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
523,3,27.256516612848362,7.225,1,1,81.76954983854509,7.224992775007225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
524,1,44.0,57.9792,2,0,44.0,28.989585505207245,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
525,3,23.90057433064013,7.2292,1,1,71.70172299192039,7.229192770807229,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
526,3,40.5,7.75,1,1,121.5,7.74999225000775,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
527,2,50.0,10.5,1,1,100.0,10.499989500010502,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
528,1,38.56,221.7792,1,1,38.56,221.7789782210218,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
529,3,39.0,7.925,1,1,117.0,7.924992075007926,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
530,2,23.0,11.5,4,0,46.0,2.8749992812501795,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
531,2,2.0,26.0,3,0,4.0,8.66666377777874,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
532,3,23.90057433064013,7.2292,1,1,71.70172299192039,7.229192770807229,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
533,3,17.0,7.2292,3,0,51.0,2.4097325300891566,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
534,3,30.13166666666667,22.3583,3,0,90.39500000000001,7.452764182411939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
535,3,30.0,8.6625,1,1,90.0,8.662491337508662,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
536,2,7.0,26.25,3,0,14.0,8.749997083334305,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
537,1,45.0,26.55,1,1,45.0,26.549973450026553,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
538,1,30.0,106.425,1,1,30.0,106.42489357510642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
539,3,29.00041666666667,14.5,1,1,87.00125000000001,14.499985500014501,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
540,1,22.0,49.5,3,0,22.0,16.499994500001833,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
541,1,36.0,71.0,3,0,36.0,23.666658777780405,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
542,3,9.0,31.275,7,0,27.0,4.467856504591928,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
